@RELATION PENCODE


@ATTRIBUTE 32BITSTRING STRING

@ATTRIBUTE IMAGENO STRING

@ATTRIBUTE ISRED NUMERIC

@ATTRIBUTE FREQUENCY NUMERIC


@DATA 
10111110111000100100100001100001, 4_35, 0, 1
10010110111001110100011010000110, 4_36, 1, 1
10100010111011110011000111110011, 4_37, 0, 1
00111111110011010110011011110100, 4_38, 0, 1
10001001100000010010000111100001, 4_39, 0, 1
10011100111011010010001010010100, 4_40, 0, 1
10100000010010011101001010010100, 4_41, 0, 1
00101000111100011110010110110010, 4_42, 0, 1
01010100100000111001111110100110, 4_43, 0, 1
11001101010010110110000001010001, 4_44, 0, 1
10010100100110101101010011110110, 4_45, 0, 1
11111000011011000010100110100001, 4_46, 0, 1
00011110111110101000011010010000, 4_47, 0, 1
01100011100101010010011000110000, 4_48, 0, 1
10000101011111011110000101100111, 4_49, 0, 1
11111000011011000010100110100001, 4_50, 0, 1
01111100000110110100010110010110, 4_51, 0, 1
10101110110101000110000011100111, 4_52, 1, 1
01101001110111111011100111100010, 4_53, 0, 1
10101110110101000110000011100111, 4_54, 0, 1
00000110101001001001011000000110, 4_55, 0, 1
11110110000000000110101000110010, 4_56, 0, 1
10110000100110100111111010110100, 4_57, 0, 1
10101011100011000001110111110001, 4_58, 0, 1
10100110000011111001001011100111, 4_59, 0, 1
00101110110100001101100100000011, 4_60, 1, 1
10101010011011100110100010000011, 4_61, 0, 1
11111100101101100110111101100100, 4_62, 0, 1
00101110110100001101100100000011, 4_63, 1, 1
01001101110100101100010011010100, 4_64, 0, 1
00000111001011011010100101000100, 4_65, 0, 1
11110110000101010001010000110101, 4_66, 0, 1
10100000010010011101001010010100, 4_67, 0, 1
00011011101000010010001110110110, 4_68, 0, 1
10011110010011111100010110110000, 4_69, 0, 1
10000101011111011110000101100111, 4_70, 0, 1
00010010001011110011110010100111, 4_71, 0, 1
10000011101111100101100011010110, 4_72, 0, 1
10110101111110010110011010110100, 4_73, 0, 1
10000011101111100101100011010110, 4_74, 0, 1
11111000011011000010100110100001, 4_75, 0, 1
11001100111111000111101010100011, 4_76, 1, 1
00011011101000010010001110110110, 4_77, 1, 1
01111100110100111000000101010010, 4_78, 0, 1
